MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d356	en	0x402	Human voice
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d356	fr	0x402	Voix humaine
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d356	de	0x402	Menschliche Stimme
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d356	it	0x402	Voce umana
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d356	ja	0x402	ヒューマンボイスバージョン
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d356	es	0x402	Voz humana
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d357	en	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d357	fr	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d357	de	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d357	it	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d357	ja	0x402	名古屋弁バージョン
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x2d357	es	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x49da9	en	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x49da9	fr	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x49da9	de	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x49da9	it	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x49da9	ja	0x402	デフォルト
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x49da9	es	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x69574	en	0x402	Screen Display
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x69574	fr	0x402	Affichage
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x69574	de	0x402	Bildschirmanzeige
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x69574	it	0x402	Visuale schermo
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x69574	ja	0x402	画面表示
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x69574	es	0x402	Ajustes de pantalla
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x94877	en	0x402	Move the screen position using the left stick.\nChange the zoom level with LT and RT.\nPress <I=DEC> to apply your changes.\nTo restore the default display settings, press <I=△>.
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x94877	fr	0x402	Déplacer l'affichage à l'aide du stick analogique gauche.\nModifier le niveau du zoom à l'aide de LT et RT.\nAppuie sur <I=DEC> pour appliquer les changements \net sur <I=△> pour restaurer les paramètres d'affichage par défaut.
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x94877	de	0x402	Ändern Sie die Bildschirmposition mit dem linken Stick.\nÄndern Sie den Zoomfaktor mit LT oder RT.\nDrücken Sie die <I=DEC>-Taste, um die Änderungen zu übernehmen.\nDrücken Sie die <I=△>-Taste, um die Anzeige auf die Standardeinstellungen zurückzusetzen.
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x94877	it	0x402	Sposta la posizione dello schermo usando la levetta sinistra.\nModifica il livello d'ingrandimento con  LT e RT.\nPremi il pulsante <I=DEC> per applicare le modifiche.\nPer ripristinare le impostazioni dello schermo predefinite, premi il pulsante <I=△>.
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x94877	ja	0x402	左スティックで画面の表示位置を変更できます。\nLTとRTで画面の表示倍率を変更できます。\n<I=DEC>で決定します。\n<I=△>でデフォルトの表示設定に戻ります。
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x94877	es	0x402	Mueve la posición de la pantalla usando el stick izquierdo.\nCambia el nivel del zoom con LT y RT.\nPulsa <I=DEC> para aplicar tus cambios.\nPara restaurar los ajustes por defecto, pulsa <I=△>.
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b115	en	0x402	Human voice
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b115	fr	0x402	Voix humaine
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b115	de	0x402	Menschliche Stimme
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b115	it	0x402	Voce umana
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b115	ja	0x402	ヒューマンボイスバージョン
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b115	es	0x402	Voz humana
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b116	en	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b116	fr	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b116	de	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b116	it	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b116	ja	0x402	関西弁バージョン
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x17b116	es	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1889b7	en	0x402	Magazines
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1889b7	fr	0x402	Magazines
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1889b7	de	0x402	Magazine
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1889b7	it	0x402	Riviste
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1889b7	ja	0x402	雑誌データ
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1889b7	es	0x402	Revistas
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x196f19	en	0x402	Pupa Voices
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x196f19	fr	0x402	Voix Pupa
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x196f19	de	0x402	Pupa-Stimmen
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x196f19	it	0x402	Voci Pupa
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x196f19	ja	0x402	ピューパ音声
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x196f19	es	0x402	Voces de Pupa
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1aa0b2	en	0x402	Default voice
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1aa0b2	fr	0x402	Voix par défaut
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1aa0b2	de	0x402	Standardstimme
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1aa0b2	it	0x402	Voce predefinita
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1aa0b2	ja	0x402	デフォルトボイス
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x1aa0b2	es	0x402	Voz por defecto
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262ccd	en	0x402	Human voice
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262ccd	fr	0x402	Voix humaine
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262ccd	de	0x402	Menschliche Stimme
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262ccd	it	0x402	Voce umana
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262ccd	ja	0x402	ヒューマンボイスバージョン
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262ccd	es	0x402	Voz humana
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262cce	en	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262cce	fr	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262cce	de	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262cce	it	0x402	
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262cce	ja	0x402	広島弁バージョン
MLG/Text/0005ee2f.olang	0x5ee2f	0xc6de03	0x262cce	es	0x402	
